
### MAR — Política `SDDP` (média 1000 sims)

| Dia | FilaIni | AdmIn | w_proc | Proc | FilaFim | Spill | Ocioso | AdmOut | Custo |
| 22 | 0.0 | 1777 | 2061 | 1777 | 0.0 | 0.0 | 283.9 | 1777 | 12.42M |
| 23 | 0.0 | 1777 | 2068 | 1777 | 0.0 | 0.0 | 291.6 | 1777 | 12.76M |
| 24 | 0.0 | 1777 | 2104 | 1777 | 0.0 | 0.0 | 327.0 | 1777 | 14.31M |
| 25 | 0.0 | 1777 | 2104 | 1777 | 0.0 | 0.0 | 326.9 | 1777 | 14.30M |
| 26 | 0.0 | 1777 | 2074 | 1777 | 0.0 | 0.0 | 297.6 | 1777 | 13.02M |
| 27 | 0.0 | 1777 | 2070 | 1777 | 0.0 | 0.0 | 293.1 | 1777 | 12.82M |
| 28 | 0.0 | 1777 | 2093 | 1777 | 0.0 | 0.0 | 316.0 | 1777 | 13.82M |
| 29 | 0.0 | 1777 | 2085 | 1777 | 0.0 | 0.0 | 308.7 | 1777 | 13.51M |
| 30 | 0.0 | 1777 | 2173 | 1777 | 0.0 | 0.0 | 396.5 | 1777 | 17.35M |

### JUL — Política `P_-5` (média 1000 sims)

| Dia | FilaIni | AdmIn | w_proc | Proc | FilaFim | Spill | Ocioso | AdmOut | Custo |
|----:|--------:|------:|-------:|-----:|--------:|------:|-------:|-------:|------:|
| 1 | 1200 | 3000 | 2095 | 2095 | 2105 | 904.7 | 0.0 | 1875 | 19.28M |
| 2 | 2105 | 1875 | 2082 | 2082 | 1898 | 698.1 | 0.0 | 1875 | 16.90M |
| 3 | 1898 | 1875 | 2101 | 2101 | 1673 | 472.5 | 0.0 | 1875 | 12.64M |
| 4 | 1673 | 1875 | 2114 | 2114 | 1433 | 233.4 | 0.0 | 1875 | 8.12M |
| 5 | 1433 | 1875 | 2093 | 2093 | 1216 | 15.6 | 0.0 | 1875 | 3.95M |
| 6 | 1216 | 1875 | 2079 | 2079 | 1012 | 0.0 | 0.0 | 1875 | 3.11M |
| 7 | 1012 | 1875 | 2133 | 2133 | 753.7 | 0.0 | 0.0 | 1875 | 2.46M |
| 8 | 753.7 | 1875 | 2110 | 2110 | 519.0 | 0.0 | 0.0 | 1875 | 1.78M |
| 9 | 519.0 | 1875 | 2103 | 2103 | 291.0 | 0.0 | 0.0 | 1875 | 1.13M |
| 10 | 291.0 | 1875 | 2082 | 2082 | 84.5 | 0.0 | 0.0 | 1875 | 523778 |
| 11 | 84.5 | 1875 | 2101 | 1960 | 0.0 | 0.0 | 141.0 | 1875 | 6.29M |
| 12 | 0.0 | 1875 | 2100 | 1875 | 0.0 | 0.0 | 224.5 | 1875 | 9.82M |
| 13 | 0.0 | 1875 | 2091 | 1875 | 0.0 | 0.0 | 215.7 | 1875 | 9.44M |
| 14 | 0.0 | 1875 | 2117 | 1875 | 0.0 | 0.0 | 241.1 | 1875 | 10.55M |
| 15 | 0.0 | 1875 | 2112 | 1875 | 0.0 | 0.0 | 236.5 | 1875 | 10.35M |
| 16 | 0.0 | 1875 | 2137 | 1875 | 0.0 | 0.0 | 262.0 | 1875 | 11.46M |
| 17 | 0.0 | 1875 | 2101 | 1875 | 0.0 | 0.0 | 225.7 | 1875 | 9.87M |
| 18 | 0.0 | 1875 | 2112 | 1875 | 0.0 | 0.0 | 236.3 | 1875 | 10.34M |
| 19 | 0.0 | 1875 | 2038 | 1875 | 0.0 | 0.0 | 162.6 | 1875 | 7.12M |
| 20 | 0.0 | 1875 | 2109 | 1875 | 0.0 | 0.0 | 233.9 | 1875 | 10.24M |
| 21 | 0.0 | 1875 | 2113 | 1875 | 0.0 | 0.0 | 237.6 | 1875 | 10.40M |
| 22 | 0.0 | 1875 | 2061 | 1875 | 0.0 | 0.0 | 185.2 | 1875 | 8.10M |
| 23 | 0.0 | 1875 | 2068 | 1875 | 0.0 | 0.0 | 192.9 | 1875 | 8.44M |
| 24 | 0.0 | 1875 | 2104 | 1875 | 0.0 | 0.0 | 228.3 | 1875 | 9.99M |
| 25 | 0.0 | 1875 | 2104 | 1875 | 0.0 | 0.0 | 228.2 | 1875 | 9.98M |
| 26 | 0.0 | 1875 | 2074 | 1875 | 0.0 | 0.0 | 198.9 | 1875 | 8.70M |
| 27 | 0.0 | 1875 | 2070 | 1875 | 0.0 | 0.0 | 194.4 | 1875 | 8.50M |
| 28 | 0.0 | 1875 | 2093 | 1875 | 0.0 | 0.0 | 217.3 | 1875 | 9.51M |
| 29 | 0.0 | 1875 | 2085 | 1875 | 0.0 | 0.0 | 210.0 | 1875 | 9.19M |
| 30 | 0.0 | 1875 | 2173 | 1875 | 0.0 | 0.0 | 297.8 | 1875 | 13.03M |

### JUL — Política `P_0` (média 1000 sims)

| Dia | FilaIni | AdmIn | w_proc | Proc | FilaFim | Spill | Ocioso | AdmOut | Custo |
|----:|--------:|------:|-------:|-----:|--------:|------:|-------:|-------:|------:|
| 1 | 1200 | 3000 | 2095 | 2095 | 2105 | 904.7 | 0.0 | 1974 | 19.28M |
| 2 | 2105 | 1974 | 2082 | 2082 | 1997 | 796.8 | 0.0 | 1974 | 18.64M |
| 3 | 1997 | 1974 | 2101 | 2101 | 1870 | 669.9 | 0.0 | 1974 | 16.25M |
| 4 | 1870 | 1974 | 2114 | 2114 | 1730 | 529.5 | 0.0 | 1974 | 13.61M |
| 5 | 1730 | 1974 | 2093 | 2093 | 1610 | 410.4 | 0.0 | 1974 | 11.31M |
| 6 | 1610 | 1974 | 2079 | 2079 | 1505 | 305.3 | 0.0 | 1974 | 9.30M |
| 7 | 1505 | 1974 | 2133 | 2133 | 1346 | 145.9 | 0.0 | 1974 | 6.34M |
| 8 | 1346 | 1974 | 2110 | 2110 | 1210 | 9.9 | 0.0 | 1974 | 3.73M |
| 9 | 1210 | 1974 | 2103 | 2103 | 1081 | 0.0 | 0.0 | 1974 | 3.20M |
| 10 | 1081 | 1974 | 2082 | 2082 | 972.8 | 0.0 | 0.0 | 1974 | 2.86M |
| 11 | 972.8 | 1974 | 2101 | 2101 | 846.1 | 0.0 | 0.0 | 1974 | 2.54M |
| 12 | 846.1 | 1974 | 2100 | 2100 | 720.3 | 0.0 | 0.0 | 1974 | 2.19M |
| 13 | 720.3 | 1974 | 2091 | 2091 | 603.3 | 0.0 | 0.0 | 1974 | 1.85M |
| 14 | 603.3 | 1974 | 2117 | 2117 | 460.9 | 0.0 | 0.0 | 1974 | 1.48M |
| 15 | 460.9 | 1974 | 2112 | 2112 | 323.2 | 0.0 | 0.0 | 1974 | 1.09M |
| 16 | 323.2 | 1974 | 2137 | 2137 | 159.8 | 0.0 | 0.0 | 1974 | 673820 |
| 17 | 159.8 | 1974 | 2101 | 2101 | 32.9 | 0.0 | 0.0 | 1974 | 268823 |
| 18 | 32.9 | 1974 | 2112 | 2007 | 0.0 | 0.0 | 104.7 | 1974 | 4.63M |
| 19 | 0.0 | 1974 | 2038 | 1974 | 0.0 | 0.0 | 63.9 | 1974 | 2.80M |
| 20 | 0.0 | 1974 | 2109 | 1974 | 0.0 | 0.0 | 135.2 | 1974 | 5.92M |
| 21 | 0.0 | 1974 | 2113 | 1974 | 0.0 | 0.0 | 138.9 | 1974 | 6.08M |
| 22 | 0.0 | 1974 | 2061 | 1974 | 0.0 | 0.0 | 86.5 | 1974 | 3.78M |
| 23 | 0.0 | 1974 | 2068 | 1974 | 0.0 | 0.0 | 94.2 | 1974 | 4.12M |
| 24 | 0.0 | 1974 | 2104 | 1974 | 0.0 | 0.0 | 129.6 | 1974 | 5.67M |
| 25 | 0.0 | 1974 | 2104 | 1974 | 0.0 | 0.0 | 129.4 | 1974 | 5.66M |
| 26 | 0.0 | 1974 | 2074 | 1974 | 0.0 | 0.0 | 100.2 | 1974 | 4.39M |
| 27 | 0.0 | 1974 | 2070 | 1974 | 0.0 | 0.0 | 95.7 | 1974 | 4.19M |
| 28 | 0.0 | 1974 | 2093 | 1974 | 0.0 | 0.0 | 118.6 | 1974 | 5.19M |
| 29 | 0.0 | 1974 | 2085 | 1974 | 0.0 | 0.0 | 111.3 | 1974 | 4.87M |
| 30 | 0.0 | 1974 | 2173 | 1974 | 0.0 | 0.0 | 199.1 | 1974 | 8.71M |

### JUL — Política `P_+5` (média 1000 sims)

| Dia | FilaIni | AdmIn | w_proc | Proc | FilaFim | Spill | Ocioso | AdmOut | Custo |
|----:|--------:|------:|-------:|-----:|--------:|------:|-------:|-------:|------:|
| 1 | 1200 | 3000 | 2095 | 2095 | 2105 | 904.7 | 0.0 | 2073 | 19.28M |
| 2 | 2105 | 2073 | 2082 | 2082 | 2095 | 895.5 | 0.0 | 2073 | 20.38M |
| 3 | 2095 | 2073 | 2101 | 2101 | 2067 | 867.3 | 0.0 | 2073 | 19.87M |
| 4 | 2067 | 2073 | 2114 | 2114 | 2026 | 825.7 | 0.0 | 2073 | 19.09M |
| 5 | 2026 | 2073 | 2093 | 2093 | 2005 | 805.2 | 0.0 | 2073 | 18.68M |
| 6 | 2005 | 2073 | 2079 | 2079 | 1999 | 798.8 | 0.0 | 2073 | 18.54M |
| 7 | 1999 | 2073 | 2133 | 2133 | 1938 | 738.2 | 0.0 | 2073 | 17.46M |
| 8 | 1938 | 2073 | 2110 | 2110 | 1901 | 700.9 | 0.0 | 2073 | 16.72M |
| 9 | 1901 | 2073 | 2103 | 2103 | 1870 | 670.3 | 0.0 | 2073 | 16.13M |
| 10 | 1870 | 2073 | 2082 | 2082 | 1861 | 661.2 | 0.0 | 2073 | 15.92M |
| 11 | 1861 | 2073 | 2101 | 2101 | 1833 | 633.1 | 0.0 | 2073 | 15.42M |
| 12 | 1833 | 2073 | 2100 | 2100 | 1806 | 606.1 | 0.0 | 2073 | 14.90M |
| 13 | 1806 | 2073 | 2091 | 2091 | 1788 | 587.8 | 0.0 | 2073 | 14.54M |
| 14 | 1788 | 2073 | 2117 | 2117 | 1744 | 544.1 | 0.0 | 2073 | 13.75M |
| 15 | 1744 | 2073 | 2112 | 2112 | 1705 | 505.1 | 0.0 | 2073 | 13.00M |
| 16 | 1705 | 2073 | 2137 | 2137 | 1640 | 440.4 | 0.0 | 2073 | 11.81M |
| 17 | 1640 | 2073 | 2101 | 2101 | 1612 | 412.2 | 0.0 | 2073 | 11.22M |
| 18 | 1612 | 2073 | 2112 | 2112 | 1573 | 373.3 | 0.0 | 2073 | 10.49M |
| 19 | 1573 | 2073 | 2038 | 2038 | 1608 | 408.0 | 0.0 | 2073 | 11.05M |
| 20 | 1608 | 2073 | 2109 | 2109 | 1572 | 371.5 | 0.0 | 2073 | 10.46M |
| 21 | 1572 | 2073 | 2113 | 2113 | 1531 | 331.3 | 0.0 | 2073 | 9.70M |
| 22 | 1531 | 2073 | 2061 | 2061 | 1544 | 343.6 | 0.0 | 2073 | 9.86M |
| 23 | 1544 | 2073 | 2068 | 2068 | 1548 | 348.0 | 0.0 | 2073 | 9.95M |
| 24 | 1548 | 2073 | 2104 | 2104 | 1517 | 317.1 | 0.0 | 2073 | 9.42M |
| 25 | 1517 | 2073 | 2104 | 2104 | 1486 | 286.4 | 0.0 | 2073 | 8.83M |
| 26 | 1486 | 2073 | 2074 | 2074 | 1485 | 284.9 | 0.0 | 2073 | 8.76M |
| 27 | 1485 | 2073 | 2070 | 2070 | 1488 | 287.9 | 0.0 | 2073 | 8.81M |
| 28 | 1488 | 2073 | 2093 | 2093 | 1468 | 268.1 | 0.0 | 2073 | 8.47M |
| 29 | 1468 | 2073 | 2085 | 2085 | 1455 | 255.5 | 0.0 | 2073 | 8.22M |
| 30 | 1455 | 2073 | 2173 | 2173 | 1355 | 155.1 | 0.0 | 2073 | 6.44M |

### JUL — Política `P_+10` (média 1000 sims)

| Dia | FilaIni | AdmIn | w_proc | Proc | FilaFim | Spill | Ocioso | AdmOut | Custo |
|----:|--------:|------:|-------:|-----:|--------:|------:|-------:|-------:|------:|
| 1 | 1200 | 3000 | 2095 | 2095 | 2105 | 904.7 | 0.0 | 2172 | 19.28M |
| 2 | 2105 | 2172 | 2082 | 2082 | 2194 | 994.2 | 0.0 | 2172 | 22.11M |
| 3 | 2194 | 2172 | 2101 | 2101 | 2265 | 1065 | 0.0 | 2172 | 23.48M |
| 4 | 2265 | 2172 | 2114 | 2114 | 2322 | 1122 | 0.0 | 2172 | 24.58M |
| 5 | 2322 | 2172 | 2093 | 2093 | 2400 | 1200 | 0.0 | 2172 | 26.04M |
| 6 | 2400 | 2172 | 2079 | 2079 | 2492 | 1292 | 0.0 | 2172 | 27.77M |
| 7 | 2492 | 2172 | 2133 | 2133 | 2530 | 1330 | 0.0 | 2172 | 28.57M |
| 8 | 2530 | 2172 | 2110 | 2110 | 2592 | 1392 | 0.0 | 2172 | 29.71M |
| 9 | 2592 | 2172 | 2103 | 2103 | 2660 | 1460 | 0.0 | 2172 | 30.99M |
| 10 | 2660 | 2172 | 2082 | 2082 | 2750 | 1550 | 0.0 | 2172 | 32.67M |
| 11 | 2750 | 2172 | 2101 | 2101 | 2820 | 1620 | 0.0 | 2172 | 34.03M |
| 12 | 2820 | 2172 | 2100 | 2100 | 2892 | 1692 | 0.0 | 2172 | 35.39M |
| 13 | 2892 | 2172 | 2091 | 2091 | 2972 | 1772 | 0.0 | 2172 | 36.91M |
| 14 | 2972 | 2172 | 2117 | 2117 | 3027 | 1827 | 0.0 | 2172 | 37.99M |
| 15 | 3027 | 2172 | 2112 | 2112 | 3087 | 1887 | 0.0 | 2172 | 39.12M |
| 16 | 3087 | 2172 | 2137 | 2137 | 3121 | 1921 | 0.0 | 2172 | 39.80M |
| 17 | 3121 | 2172 | 2101 | 2101 | 3191 | 1991 | 0.0 | 2172 | 41.09M |
| 18 | 3191 | 2172 | 2112 | 2112 | 3251 | 2051 | 0.0 | 2172 | 42.24M |
| 19 | 3251 | 2172 | 2038 | 2038 | 3385 | 2185 | 0.0 | 2172 | 44.67M |
| 20 | 3385 | 2172 | 2109 | 2109 | 3447 | 2247 | 0.0 | 2172 | 45.96M |
| 21 | 3447 | 2172 | 2113 | 2113 | 3505 | 2305 | 0.0 | 2172 | 47.07M |
| 22 | 3505 | 2172 | 2061 | 2061 | 3616 | 2416 | 0.0 | 2172 | 49.11M |
| 23 | 3616 | 2172 | 2068 | 2068 | 3720 | 2520 | 0.0 | 2172 | 51.08M |
| 24 | 3720 | 2172 | 2104 | 2104 | 3787 | 2587 | 0.0 | 2172 | 52.42M |
| 25 | 3787 | 2172 | 2104 | 2104 | 3855 | 2655 | 0.0 | 2172 | 53.71M |
| 26 | 3855 | 2172 | 2074 | 2074 | 3953 | 2753 | 0.0 | 2172 | 55.51M |
| 27 | 3953 | 2172 | 2070 | 2070 | 4054 | 2854 | 0.0 | 2172 | 57.44M |
| 28 | 4054 | 2172 | 2093 | 2093 | 4133 | 2933 | 0.0 | 2172 | 58.97M |
| 29 | 4133 | 2172 | 2085 | 2085 | 4219 | 3019 | 0.0 | 2172 | 60.60M |
| 30 | 4219 | 2172 | 2173 | 2173 | 4218 | 3018 | 0.0 | 2172 | 60.69M |
