dia,SDDP_fila_in,SDDP_adm_in,SDDP_w_proc,SDDP_proc,SDDP_fila_out,SDDP_spill,SDDP_ocioso,SDDP_adm_out,SDDP_custo,SDDP_custo_acum,P_-10_fila_in,P_-10_adm_in,P_-10_w_proc,P_-10_proc,P_-10_fila_out,P_-10_spill,P_-10_ocioso,P_-10_adm_out,P_-10_custo,P_-10_custo_acum,P_-5_fila_in,P_-5_adm_in,P_-5_w_proc,P_-5_proc,P_-5_fila_out,P_-5_spill,P_-5_ocioso,P_-5_adm_out,P_-5_custo,P_-5_custo_acum,P_0_fila_in,P_0_adm_in,P_0_w_proc,P_0_proc,P_0_fila_out,P_0_spill,P_0_ocioso,P_0_adm_out,P_0_custo,P_0_custo_acum,P_+5_fila_in,P_+5_adm_in,P_+5_w_proc,P_+5_proc,P_+5_fila_out,P_+5_spill,P_+5_ocioso,P_+5_adm_out,P_+5_custo,P_+5_custo_acum,P_+10_fila_in,P_+10_adm_in,P_+10_w_proc,P_+10_proc,P_+10_fila_out,P_+10_spill,P_+10_ocioso,P_+10_adm_out,P_+10_custo,P_+10_custo_acum
21,817.7039999995557,2026.296000000112,2087.706,2031.2949999999455,812.7049999997005,105.45799999990355,56.41100000005479,2031.2949999999244,6.452150675999821e6,1.4735125487200668e8,0.0,1784.0721103447233,2087.706000000005,1784.0721103447233,0.0,0.0,303.6338896552337,1784.0721103447233,1.3284893574085353e7,2.406576744872074e8,0.0,1883.1872275861122,2087.706000000005,1883.1872275861122,0.0,0.0,204.5187724138645,1883.1872275861122,8.948309849423502e6,1.7099468976890126e8,0.0,1982.3023448274942,2087.706000000005,1982.3023448274942,0.0,0.0,105.40365517248489,1982.3023448274942,4.611726124761608e6,1.2800468942155431e8,1639.7697793089355,2081.417462068857,2087.706000000005,2087.706000000005,1633.4812413778286,433.48124137784066,0.0,2081.417462068857,1.159334957783442e7,3.220343132041927e8,3522.957006895018,2180.5325793102493,2087.706000000005,2087.706000000005,3615.7835862054217,2415.783586205408,0.0,2180.5325793102493,4.912081084335077e7,7.147591334008679e8
22,812.7049999997005,2031.2949999999244,2121.172,2067.389999999933,776.6099999996815,110.5899999998975,53.78200000006116,2067.3899999999826,6.362992761000151e6,1.537142476330068e8,0.0,1784.0721103447233,2121.172000000015,1784.0721103447233,0.0,0.0,337.0998896552427,1784.0721103447233,1.4749131472085815e7,2.5540680595929322e8,0.0,1883.1872275861122,2121.172000000015,1883.1872275861122,0.0,0.0,237.98477241385464,1883.1872275861122,1.0412547747423366e7,1.8140723751632464e8,0.0,1982.3023448274942,2121.172000000015,1982.3023448274942,0.0,0.0,138.86965517248538,1982.3023448274942,6.075964022761618e6,1.3408065344431593e8,1633.4812413778286,2081.417462068857,2121.172000000015,2121.172000000015,1593.7267034467525,393.726703446727,0.0,2081.417462068857,1.0884658672605468e7,3.3291897187679815e8,3615.7835862054217,2180.5325793102493,2121.172000000015,2121.172000000015,3675.144165515561,2475.144165515622,0.0,2180.5325793102493,5.029540628082471e7,7.650545396816926e8
23,776.6099999996815,2067.3899999999826,2068.315,2017.0759999999589,826.9239999997114,118.21499999990041,51.239000000045905,2017.0759999999727,6.395173261999574e6,1.601094208950064e8,0.0,1784.0721103447233,2068.3149999999587,1784.0721103447233,0.0,0.0,284.2428896552315,1784.0721103447233,1.2436479151085425e7,2.6784328511037865e8,0.0,1883.1872275861122,2068.3149999999587,1883.1872275861122,0.0,0.0,185.1277724138616,1883.1872275861122,8.099895426423777e6,1.8950713294274843e8,0.0,1982.3023448274942,2068.3149999999587,1982.3023448274942,0.0,0.0,86.01265517248275,1982.3023448274942,3.7633117017617146e6,1.3784396514607763e8,1593.7267034467525,2081.417462068857,2068.3149999999587,2068.3149999999587,1606.8291655156513,406.82916551562386,0.0,2081.417462068857,1.1059883039376484e7,3.4397885491617465e8,3675.144165515561,2180.5325793102493,2068.3149999999587,2068.3149999999587,3787.361744825833,2587.3617448258815,0.0,2180.5325793102493,5.2353916990297906e7,8.174084566719905e8
24,826.9239999997114,2017.0759999999727,2151.51,2093.8459999999545,750.1539999997592,102.8079999999269,57.664000000050436,2093.8459999999977,6.389617290000266e6,1.6649903818500665e8,0.0,1784.0721103447233,2151.510000000003,1784.0721103447233,0.0,0.0,367.437889655237,1784.0721103447233,1.607650998608577e7,2.839197950964644e8,0.0,1883.1872275861122,2151.510000000003,1883.1872275861122,0.0,0.0,268.3227724138632,1883.1872275861122,1.1739926261423636e7,2.0124705920417207e8,0.0,1982.3023448274942,2151.510000000003,1982.3023448274942,0.0,0.0,169.20765517248353,1982.3023448274942,7.403342536761547e6,1.4524730768283918e8,1606.8291655156513,2081.417462068857,2151.510000000003,2151.510000000003,1536.7366275845407,336.73662758451917,0.0,2081.417462068857,9.844111751147404e6,3.5382296666732204e8,3787.361744825833,2180.5325793102493,2151.510000000003,2151.510000000003,3816.3843241361883,2616.3843241361874,0.0,2180.5325793102493,5.302143204477448e7,8.70429888716765e8
25,750.1539999997592,2093.8459999999977,2121.591,2069.501999999966,774.4979999998092,107.06299999994123,52.08900000003288,2069.501999999982,6.141537849999859e6,1.726405760350065e8,0.0,1784.0721103447233,2121.591000000012,1784.0721103447233,0.0,0.0,337.5188896552384,1784.0721103447233,1.4767463979085784e7,2.986872590755502e8,0.0,1883.1872275861122,2121.591000000012,1883.1872275861122,0.0,0.0,238.40377241385463,1883.1872275861122,1.0430880254423335e7,2.116779394585954e8,0.0,1982.3023448274942,2121.591000000012,1982.3023448274942,0.0,0.0,139.28865517248133,1982.3023448274942,6.094296529761587e6,1.5134160421260077e8,1536.7366275845407,2081.417462068857,2121.591000000012,2121.591000000012,1496.5630896533892,296.5630896534097,0.0,2081.417462068857,9.039037351918314e6,3.628620040192404e8,3816.3843241361883,2180.5325793102493,2121.591000000012,2121.591000000012,3875.3259034464154,2675.3259034464163,0.0,2180.5325793102493,5.4099643988248765e7,9.245295327050139e8
26,774.4979999998092,2069.501999999982,2139.145,2079.6659999999633,764.3339999998469,94.95199999995388,59.479000000031924,2079.666000000004,6.288322199000136e6,1.7892889823400664e8,0.0,1784.0721103447233,2139.1450000000154,1784.0721103447233,0.0,0.0,355.07288965524134,1784.0721103447233,1.553550414108519e7,3.142227632166354e8,0.0,1883.1872275861122,2139.1450000000154,1883.1872275861122,0.0,0.0,255.95777241385647,1883.1872275861122,1.1198920416423753e7,2.2287685987501913e8,0.0,1982.3023448274942,2139.1450000000154,1982.3023448274942,0.0,0.0,156.84265517248417,1982.3023448274942,6.862336691761741e6,1.582039409043625e8,1496.5630896533892,2081.417462068857,2139.1450000000154,2139.1450000000154,1438.8355517222885,238.8355517223018,0.0,2081.417462068857,7.966644233689324e6,3.708286482529297e8,3875.3259034464154,2180.5325793102493,2139.1450000000154,2139.1450000000154,3916.713482756657,2716.713482756668,0.0,2180.5325793102493,5.491053721272274e7,9.794400699177366e8
27,764.3339999998469,2079.666000000004,2090.671,2032.875999999986,811.123999999904,108.21299999996931,57.795000000016174,2032.875999999993,6.480709487999941e6,1.854096077220066e8,0.0,1784.0721103447233,2090.671000000035,1784.0721103447233,0.0,0.0,306.5988896552353,1784.0721103447233,1.3414621219085658e7,3.2763738443572104e8,0.0,1883.1872275861122,2090.671000000035,1883.1872275861122,0.0,0.0,207.4837724138616,1883.1872275861122,9.078037494423643e6,2.3195489736944276e8,0.0,1982.3023448274942,2090.671000000035,1982.3023448274942,0.0,0.0,108.36865517248246,1982.3023448274942,4.741453769761633e6,1.6294539467412412e8,1438.8355517222885,2081.417462068857,2090.671000000035,2090.671000000035,1429.5820137911944,229.5820137911947,0.0,2081.417462068857,7.723196529460642e6,3.7855184478239036e8,3916.713482756657,2180.5325793102493,2090.671000000035,2090.671000000035,4006.5750620668978,2806.575062066948,0.0,2180.5325793102493,5.655037585119633e7,1.0359904457689329e9
28,811.123999999904,2032.875999999993,2076.663,2030.4789999999898,813.5209999999057,113.6069999999725,46.18400000001469,2030.4790000000014,6.12875140399997e6,1.9153835912600657e8,0.0,1784.0721103447233,2076.662999999957,1784.0721103447233,0.0,0.0,292.5908896552299,1784.0721103447233,1.2801729195085524e7,3.4043911363080657e8,0.0,1883.1872275861122,2076.662999999957,1883.1872275861122,0.0,0.0,193.47577241386122,1883.1872275861122,8.465145470423684e6,2.4042004283986646e8,0.0,1982.3023448274942,2076.662999999957,1982.3023448274942,0.0,0.0,94.36065517248181,1982.3023448274942,4.1285617457617535e6,1.6707395641988587e8,1429.5820137911944,2081.417462068857,2076.662999999957,2076.662999999957,1434.3364758600942,234.3364758600931,0.0,2081.417462068857,7.793994903231569e6,3.863458396856219e8,4006.5750620668978,2180.5325793102493,2076.662999999957,2076.662999999957,4110.4446413772885,2910.444641377279,0.0,2180.5325793102493,5.850446056767219e7,1.094494906336605e9
29,813.5209999999057,2030.4790000000014,2141.177,2087.650999999992,756.3489999999389,93.53699999998439,53.52600000001108,2136.651000000018,6.048220035000107e6,1.975865791610067e8,0.0,1784.0721103447233,2141.176999999967,1784.0721103447233,0.0,0.0,357.10488965523655,1784.0721103447233,1.5624410237085368e7,3.560635238678919e8,0.0,1883.1872275861122,2141.176999999967,1883.1872275861122,0.0,0.0,257.9897724138577,1883.1872275861122,1.1287826512423754e7,2.517078693522902e8,0.0,1982.3023448274942,2141.176999999967,1982.3023448274942,0.0,0.0,158.87465517248776,1982.3023448274942,6.951242787761687e6,1.7402519920764756e8,1434.3364758600942,2081.417462068857,2141.176999999967,2141.176999999967,1374.5769379290077,174.5769379289807,0.0,2081.417462068857,6.74850095300263e6,3.9309434063862455e8,4110.4446413772885,2180.5325793102493,2141.176999999967,2141.176999999967,4149.800220687437,2949.800220687449,0.0,2180.5325793102493,5.9342252960144565e7,1.1538371592967496e9
30,756.3489999999389,2136.651000000018,2092.773,2048.157,844.8429999999983,125.76499999999626,44.61600000000153,0.0,6.224523102999977e6,2.0381110226400667e8,0.0,1784.0721103447233,2092.773000000031,1784.0721103447233,0.0,0.0,308.70088965523433,1784.0721103447233,1.3506590025085457e7,3.6957011389297736e8,0.0,1883.1872275861122,2092.773000000031,1883.1872275861122,0.0,0.0,209.5857724138563,1883.1872275861122,9.17000630042356e6,2.6087787565271378e8,0.0,1982.3023448274942,2092.773000000031,1982.3023448274942,0.0,0.0,110.47065517248207,1982.3023448274942,4.833422575761768e6,1.7885862178340933e8,1374.5769379290077,2081.417462068857,2092.773000000031,2092.773000000031,1363.2213999978478,163.22139999787538,0.0,2081.417462068857,6.465210796773609e6,3.9955955143539816e8,4149.800220687437,2180.5325793102493,2092.773000000031,2092.773000000031,4237.559799997714,3037.5597999977526,0.0,2180.5325793102493,6.094224914662117e7,1.2147794084433708e9
