dia,SDDP_fila_in,SDDP_adm_in,SDDP_w_proc,SDDP_proc,SDDP_fila_out,SDDP_spill,SDDP_ocioso,SDDP_adm_out,SDDP_custo,SDDP_custo_acum,P_-10_fila_in,P_-10_adm_in,P_-10_w_proc,P_-10_proc,P_-10_fila_out,P_-10_spill,P_-10_ocioso,P_-10_adm_out,P_-10_custo,P_-10_custo_acum,P_-5_fila_in,P_-5_adm_in,P_-5_w_proc,P_-5_proc,P_-5_fila_out,P_-5_spill,P_-5_ocioso,P_-5_adm_out,P_-5_custo,P_-5_custo_acum,P_0_fila_in,P_0_adm_in,P_0_w_proc,P_0_proc,P_0_fila_out,P_0_spill,P_0_ocioso,P_0_adm_out,P_0_custo,P_0_custo_acum,P_+5_fila_in,P_+5_adm_in,P_+5_w_proc,P_+5_proc,P_+5_fila_out,P_+5_spill,P_+5_ocioso,P_+5_adm_out,P_+5_custo,P_+5_custo_acum,P_+10_fila_in,P_+10_adm_in,P_+10_w_proc,P_+10_proc,P_+10_fila_out,P_+10_spill,P_+10_ocioso,P_+10_adm_out,P_+10_custo,P_+10_custo_acum
21,383.3689999999377,2473.6309999999917,2475.12,2469.8019999999974,387.1979999999054,0.0,5.318000000006139,2469.802000000001,1.3076194190000456e6,4.029334817499973e7,0.0,2151.4061482758375,2475.120000000062,2151.4061482758375,0.0,0.0,323.7138517241343,2151.4061482758375,1.4163452154486137e7,2.3974659586476898e8,0.0,2270.928712069006,2475.120000000062,2270.928712069006,0.0,0.0,204.19128793103286,2270.928712069006,8.933981420846721e6,1.4590909144918796e8,34.328241379309695,2390.4512758620845,2475.120000000062,2424.7795172413353,0.0,0.0,50.34048275862021,2390.4512758620845,2.2504350388620542e6,8.22642358746201e7,2305.256953448268,2509.9738396551993,2475.120000000062,2475.120000000062,2340.110793103461,1140.1107931034587,0.0,2509.9738396551993,2.4962624073440224e7,4.0076555595908564e8,4576.185665517195,2629.4964034482828,2475.120000000062,2475.120000000062,4730.562068965596,3530.562068965614,0.0,2629.4964034482828,7.021685478960393e7,8.743510057021405e8
22,387.1979999999061,2469.802000000001,2475.212,2469.039999999998,387.95999999993336,0.0,6.1720000000045,2469.039999999998,1.3513889259999753e6,4.16447371009997e7,0.0,2151.4061482758375,2475.21200000001,2151.4061482758375,0.0,0.0,323.8058517241373,2151.4061482758375,1.4167477430486534e7,2.539140732952555e8,0.0,2270.928712069006,2475.21200000001,2270.928712069006,0.0,0.0,204.2832879310317,2270.928712069006,8.938006696846707e6,1.5484709814603466e8,0.0,2390.4512758620845,2475.21200000001,2390.4512758620845,0.0,0.0,84.76072413793017,2390.4512758620845,3.708535963206872e6,8.597277183782697e7,2340.110793103461,2509.9738396551993,2475.21200000001,2475.21200000001,2374.8726327586523,1174.8726327586123,0.0,2509.9738396551993,2.5623262128727216e7,4.2638881808781284e8,4730.562068965596,2629.4964034482828,2475.21200000001,2475.21200000001,4884.8464724138175,3684.8464724137525,0.0,2629.4964034482828,7.314854107952332e7,9.474995467816638e8
23,387.95999999993376,2469.039999999998,2479.049,2473.9699999999975,383.0299999999412,0.0,5.079000000004257,2473.9700000000007,1.297752536999983e6,4.294248963799968e7,0.0,2151.4061482758375,2479.049000000066,2151.4061482758375,0.0,0.0,327.6428517241367,2151.4061482758375,1.433535769148633e7,2.6824943098674184e8,0.0,2270.928712069006,2479.049000000066,2270.928712069006,0.0,0.0,208.12028793103133,2270.928712069006,9.105886957846574e6,1.6395298510388124e8,0.0,2390.4512758620845,2479.049000000066,2390.4512758620845,0.0,0.0,88.59772413792994,2390.4512758620845,3.8764162242069184e6,8.984918806203389e7,2374.8726327586523,2509.9738396551993,2479.049000000066,2479.049000000066,2405.797472413793,1205.7974724137846,0.0,2509.9738396551993,2.6216217622015893e7,4.5260503570982873e8,4884.8464724138175,2629.4964034482828,2479.049000000066,2479.049000000066,5035.293875861991,3835.293875862015,0.0,2629.4964034482828,7.601254480744408e7,1.0235120915891079e9
24,383.0299999999414,2473.9700000000007,2480.12,2475.5639999999994,381.4359999999473,0.0,4.556000000002515,2475.564,1.2657687379999575e6,4.4208258375999644e7,0.0,2151.4061482758375,2480.1200000000626,2151.4061482758375,0.0,0.0,328.7138517241339,2151.4061482758375,1.438221715448613e7,2.8263164814122796e8,0.0,2270.928712069006,2480.1200000000626,2270.928712069006,0.0,0.0,209.19128793103272,2270.928712069006,9.152746420846725e6,1.7310573152472797e8,0.0,2390.4512758620845,2480.1200000000626,2390.4512758620845,0.0,0.0,89.66872413793018,2390.4512758620845,3.9232756872068453e6,9.377246374924074e7,2405.797472413793,2509.9738396551993,2480.1200000000626,2480.1200000000626,2435.6513120689974,1235.6513120689606,0.0,2509.9738396551993,2.6784964474303912e7,4.7939000018413264e8,5035.293875861991,2629.4964034482828,2480.1200000000626,2480.1200000000626,5184.670279310371,3984.6702793104337,0.0,2629.4964034482828,7.885233989436467e7,1.1023644314834726e9
25,381.43599999994757,2475.564,2485.554,2480.620999999999,376.3789999999499,0.0,4.933000000002423,2480.621000000001,1.2729854739999697e6,4.548124384999961e7,0.0,2151.4061482758375,2485.5540000000033,2151.4061482758375,0.0,0.0,334.14785172413764,2151.4061482758375,1.4619970956485888e7,2.972516190977138e8,0.0,2270.928712069006,2485.5540000000033,2270.928712069006,0.0,0.0,214.62528793103414,2270.928712069006,9.390500222846769e6,1.8249623174757475e8,0.0,2390.4512758620845,2485.5540000000033,2390.4512758620845,0.0,0.0,95.10272413793304,2390.4512758620845,4.1610294892068217e6,9.793349323844756e7,2435.6513120689974,2509.9738396551993,2485.5540000000033,2485.5540000000033,2460.071151724098,1260.071151724109,0.0,2509.9738396551993,2.7256546277591646e7,5.066465464617243e8,5184.670279310371,2629.4964034482828,2485.5540000000033,2485.5540000000033,5328.61268275874,4128.612682758714,0.0,2629.4964034482828,8.159496993228641e7,1.183959401415759e9
26,376.3789999999501,2480.621000000001,2476.027,2470.9229999999993,386.07699999996413,0.0,5.104000000001681,2470.922999999999,1.2869414319999805e6,4.676818528199959e7,0.0,2151.4061482758375,2476.026999999966,2151.4061482758375,0.0,0.0,324.62085172413657,2151.4061482758375,1.4203136125486344e7,3.1145475522320014e8,0.0,2270.928712069006,2476.026999999966,2270.928712069006,0.0,0.0,205.0982879310327,2270.928712069006,8.9736653918466e6,1.9146989713942134e8,0.0,2390.4512758620845,2476.026999999966,2390.4512758620845,0.0,0.0,85.57572413793207,2390.4512758620845,3.7441946582069327e6,1.016776878966545e8,2460.071151724098,2509.9738396551993,2476.026999999966,2476.026999999966,2494.0179913793563,1294.0179913793454,0.0,2509.9738396551993,2.7888280012878712e7,5.34534826474603e8,5328.61268275874,2629.4964034482828,2476.026999999966,2476.026999999966,5482.08208620699,4282.08208620689,0.0,2629.4964034482828,8.44977519022065e7,1.2684571533179655e9
27,386.07699999996447,2470.922999999999,2474.519,2469.4269999999997,387.5729999999622,0.0,5.09200000000178,2469.4270000000015,1.3020320259999926e6,4.807021730799958e7,0.0,2151.4061482758375,2474.5190000000057,2151.4061482758375,0.0,0.0,323.11285172414347,2151.4061482758375,1.4137156601486204e7,3.2559191182468635e8,0.0,2270.928712069006,2474.5190000000057,2270.928712069006,0.0,0.0,203.59028793103118,2270.928712069006,8.907685867846526e6,2.0037758300726786e8,0.0,2390.4512758620845,2474.5190000000057,2390.4512758620845,0.0,0.0,84.06772413793078,2390.4512758620845,3.678215134206807e6,1.053559030308613e8,2494.0179913793563,2509.9738396551993,2474.5190000000057,2474.5190000000057,2529.472831034528,1329.4728310344929,0.0,2509.9738396551993,2.855985376116671e7,5.630946802357696e8,5482.08208620699,2629.4964034482828,2474.5190000000057,2474.5190000000057,5637.059489655242,4437.059489655225,0.0,2629.4964034482828,8.744037388512732e7,1.3558975272030928e9
28,387.5729999999624,2469.4270000000015,2479.628,2473.469,383.5309999999844,0.0,6.159000000001331,2473.469000000001,1.3451648069999875e6,4.941538211499957e7,0.0,2151.4061482758375,2479.628000000023,2151.4061482758375,0.0,0.0,328.22185172414135,2151.4061482758375,1.4360690678485986e7,3.3995260250317234e8,0.0,2270.928712069006,2479.628000000023,2270.928712069006,0.0,0.0,208.69928793102966,2270.928712069006,9.131219944846423e6,2.0950880295211428e8,0.0,2390.4512758620845,2479.628000000023,2390.4512758620845,0.0,0.0,89.17672413792886,2390.4512758620845,3.9017492112069125e6,1.0925765224206822e8,2529.472831034528,2509.9738396551993,2479.628000000023,2479.628000000023,2559.81867068963,1359.8186706896618,0.0,2509.9738396551993,2.914358211545556e7,5.922382623512251e8,5637.059489655242,2629.4964034482828,2479.628000000023,2479.628000000023,5786.927893103417,4586.9278931035,0.0,2629.4964034482828,9.029515047404623e7,1.446192677677139e9
29,383.5309999999844,2473.469000000001,2475.655,2469.791,387.20899999999654,0.0,5.864000000000513,2537.7909999999997,1.3317498920000037e6,5.0747132006999575e7,0.0,2151.4061482758375,2475.6549999999893,2151.4061482758375,0.0,0.0,324.2488517241422,2151.4061482758375,1.4186860009486577e7,3.541394625126589e8,0.0,2270.928712069006,2475.6549999999893,2270.928712069006,0.0,0.0,204.7262879310314,2270.928712069006,8.957389275846492e6,2.1846619222796077e8,0.0,2390.4512758620845,2475.6549999999893,2390.4512758620845,0.0,0.0,85.20372413792974,2390.4512758620845,3.727918542206869e6,1.1298557078427508e8,2559.81867068963,2509.9738396551993,2475.6549999999893,2475.6549999999893,2594.137510344849,1394.1375103448463,0.0,2509.9738396551993,2.9790132052742843e7,6.22028394403968e8,5786.927893103417,2629.4964034482828,2475.6549999999893,2475.6549999999893,5940.769296551788,4740.769296551721,0.0,2629.4964034482828,9.321274864596696e7,1.539405426323106e9
30,387.2089999999966,2537.7909999999997,2485.407,2481.619,443.3809999999947,0.0,3.7880000000006513,0.0,1.324409414000014e6,5.207154142099959e7,0.0,2151.4061482758375,2485.406999999975,2151.4061482758375,0.0,0.0,334.0008517241394,2151.4061482758375,1.4613539265485903e7,3.687530017781448e8,0.0,2270.928712069006,2485.406999999975,2270.928712069006,0.0,0.0,214.47828793103648,2270.928712069006,9.384068531846784e6,2.2785026075980756e8,0.0,2390.4512758620845,2485.406999999975,2390.4512758620845,0.0,0.0,94.95572413793234,2390.4512758620845,4.154597798206835e6,1.1714016858248192e8,2594.137510344849,2509.9738396551993,2485.406999999975,2485.406999999975,2618.7043499999672,1418.7043500000132,0.0,2509.9738396551993,3.0270530613030504e7,6.522989250169985e8,5940.769296551788,2629.4964034482828,2485.406999999975,2485.406999999975,6084.858699999992,4884.858700000051,0.0,2629.4964034482828,9.596419544088851e7,1.6353696217639945e9
