dia,SDDP_FilaIni,SDDP_AdmIn,SDDP_Wproc,SDDP_Proc,SDDP_FilaFim,SDDP_Spill,SDDP_Ocioso,SDDP_AdmOut,P_-10_FilaIni,P_-10_AdmIn,P_-10_Wproc,P_-10_Proc,P_-10_FilaFim,P_-10_Spill,P_-10_Ocioso,P_-10_AdmOut,P_-5_FilaIni,P_-5_AdmIn,P_-5_Wproc,P_-5_Proc,P_-5_FilaFim,P_-5_Spill,P_-5_Ocioso,P_-5_AdmOut,P_0_FilaIni,P_0_AdmIn,P_0_Wproc,P_0_Proc,P_0_FilaFim,P_0_Spill,P_0_Ocioso,P_0_AdmOut,P_+5_FilaIni,P_+5_AdmIn,P_+5_Wproc,P_+5_Proc,P_+5_FilaFim,P_+5_Spill,P_+5_Ocioso,P_+5_AdmOut,P_+10_FilaIni,P_+10_AdmIn,P_+10_Wproc,P_+10_Proc,P_+10_FilaFim,P_+10_Spill,P_+10_Ocioso,P_+10_AdmOut
21,-0.0,2856.9999999999213,2777.0,2777.0,79.99999999992133,0.0,0.0,2777.000000000044,0.0,2152.8784241379367,2478.524,2152.8784241379367,0.0,0.0,325.6455758620632,2152.8784241379367,0.0,2272.4827810344887,2478.524,2272.4827810344887,0.0,0.0,206.04121896551123,2272.4827810344887,44.03662068977337,2392.0871379310406,2478.524,2436.123758620814,0.0,0.0,42.4002413791859,2392.0871379310406,2316.5194017242607,2511.6914948275926,2478.524,2478.524,2349.686896551853,1149.686896551853,0.0,2511.6914948275926,4589.002182758757,2631.295851724145,2478.524,2478.524,4741.774034482902,3541.774034482902,0.0,2631.295851724145
22,79.99999999992133,2777.000000000044,2516.0,2516.0,340.99999999996544,0.0,0.0,2515.9999999999814,0.0,2152.8784241379367,2476.39,2152.8784241379367,0.0,0.0,323.5115758620632,2152.8784241379367,0.0,2272.4827810344887,2476.39,2272.4827810344887,0.0,0.0,203.90721896551122,2272.4827810344887,0.0,2392.0871379310406,2476.39,2392.0871379310406,0.0,0.0,84.30286206895926,2392.0871379310406,2349.686896551853,2511.6914948275926,2476.39,2476.39,2384.988391379445,1184.9883913794451,0.0,2511.6914948275926,4741.774034482902,2631.295851724145,2476.39,2476.39,4896.679886207046,3696.679886207047,0.0,2631.295851724145
23,340.99999999996544,2515.9999999999814,2971.0,2856.999999999947,-0.0,0.0,114.0000000000532,2856.9999999999595,0.0,2152.8784241379367,2494.212,2152.8784241379367,0.0,0.0,341.3335758620633,2152.8784241379367,0.0,2272.4827810344887,2494.212,2272.4827810344887,0.0,0.0,221.72921896551134,2272.4827810344887,0.0,2392.0871379310406,2494.212,2392.0871379310406,0.0,0.0,102.12486206895937,2392.0871379310406,2384.988391379445,2511.6914948275926,2494.212,2494.212,2402.4678862070373,1202.4678862070373,0.0,2511.6914948275926,4896.679886207046,2631.295851724145,2494.212,2494.212,5033.763737931191,3833.7637379311914,0.0,2631.295851724145
24,-0.0,2856.9999999999595,2402.0,2402.0,454.9999999999595,0.0,-0.0,2402.0000000000136,0.0,2152.8784241379367,2483.791,2152.8784241379367,0.0,0.0,330.9125758620635,2152.8784241379367,0.0,2272.4827810344887,2483.791,2272.4827810344887,0.0,0.0,211.30821896551151,2272.4827810344887,0.0,2392.0871379310406,2483.791,2392.0871379310406,0.0,0.0,91.70386206895955,2392.0871379310406,2402.4678862070373,2511.6914948275926,2483.791,2483.791,2430.3683810346292,1230.3683810346292,0.0,2511.6914948275926,5033.763737931191,2631.295851724145,2483.791,2483.791,5181.268589655336,3981.2685896553357,0.0,2631.295851724145
25,454.9999999999595,2402.0000000000136,2505.0,2505.0,351.99999999997317,0.0,-0.0,2505.000000000017,0.0,2152.8784241379367,2469.856,2152.8784241379367,0.0,0.0,316.97757586206353,2152.8784241379367,0.0,2272.4827810344887,2469.856,2272.4827810344887,0.0,0.0,197.37321896551157,2272.4827810344887,0.0,2392.0871379310406,2469.856,2392.0871379310406,0.0,0.0,77.7688620689596,2392.0871379310406,2430.3683810346292,2511.6914948275926,2469.856,2469.856,2472.2038758622216,1272.2038758622216,0.0,2511.6914948275926,5181.268589655336,2631.295851724145,2469.856,2469.856,5342.70844137948,4142.70844137948,0.0,2631.295851724145
26,351.99999999997317,2505.000000000017,2550.0,2550.0,306.99999999999,0.0,0.0,2549.99999999999,0.0,2152.8784241379367,2482.022,2152.8784241379367,0.0,0.0,329.14357586206324,2152.8784241379367,0.0,2272.4827810344887,2482.022,2272.4827810344887,0.0,0.0,209.53921896551128,2272.4827810344887,0.0,2392.0871379310406,2482.022,2392.0871379310406,0.0,0.0,89.93486206895932,2392.0871379310406,2472.2038758622216,2511.6914948275926,2482.022,2482.022,2501.873370689814,1301.8733706898138,0.0,2511.6914948275926,5342.70844137948,2631.295851724145,2482.022,2482.022,5491.982293103625,4291.982293103625,0.0,2631.295851724145
27,306.99999999999,2549.99999999999,2766.0,2766.0,90.99999999997999,0.0,-0.0,2765.9999999999973,0.0,2152.8784241379367,2475.567,2152.8784241379367,0.0,0.0,322.6885758620633,2152.8784241379367,0.0,2272.4827810344887,2475.567,2272.4827810344887,0.0,0.0,203.08421896551135,2272.4827810344887,0.0,2392.0871379310406,2475.567,2392.0871379310406,0.0,0.0,83.47986206895939,2392.0871379310406,2501.873370689814,2511.6914948275926,2475.567,2475.567,2537.9978655174064,1337.9978655174064,0.0,2511.6914948275926,5491.982293103625,2631.295851724145,2475.567,2475.567,5647.71114482777,4447.71114482777,0.0,2631.295851724145
28,90.99999999997999,2765.9999999999973,2630.0,2630.0,226.99999999997726,0.0,-0.0,2630.0000000000173,0.0,2152.8784241379367,2477.939,2152.8784241379367,0.0,0.0,325.06057586206316,2152.8784241379367,0.0,2272.4827810344887,2477.939,2272.4827810344887,0.0,0.0,205.4562189655112,2272.4827810344887,0.0,2392.0871379310406,2477.939,2392.0871379310406,0.0,0.0,85.85186206895924,2392.0871379310406,2537.9978655174064,2511.6914948275926,2477.939,2477.939,2571.750360344999,1371.750360344999,0.0,2511.6914948275926,5647.71114482777,2631.295851724145,2477.939,2477.939,5801.067996551914,4601.067996551914,0.0,2631.295851724145
29,226.99999999997726,2630.0000000000173,2561.0,2561.0,295.99999999999454,0.0,0.0,2629.000000000001,0.0,2152.8784241379367,2479.933,2152.8784241379367,0.0,0.0,327.0545758620633,2152.8784241379367,0.0,2272.4827810344887,2479.933,2272.4827810344887,0.0,0.0,207.45021896551134,2272.4827810344887,0.0,2392.0871379310406,2479.933,2392.0871379310406,0.0,0.0,87.84586206895938,2392.0871379310406,2571.750360344999,2511.6914948275926,2479.933,2479.933,2603.508855172592,1403.5088551725921,0.0,2511.6914948275926,5801.067996551914,2631.295851724145,2479.933,2479.933,5952.430848276058,4752.430848276058,0.0,2631.295851724145
30,295.99999999999454,2629.000000000001,2561.0,2561.0,363.99999999999545,0.0,-0.0,0.0,0.0,2152.8784241379367,2485.898,2152.8784241379367,0.0,0.0,333.01957586206345,2152.8784241379367,0.0,2272.4827810344887,2485.898,2272.4827810344887,0.0,0.0,213.41521896551149,2272.4827810344887,0.0,2392.0871379310406,2485.898,2392.0871379310406,0.0,0.0,93.81086206895952,2392.0871379310406,2603.508855172592,2511.6914948275926,2485.898,2485.898,2629.3023500001846,1429.3023500001846,0.0,2511.6914948275926,5952.430848276058,2631.295851724145,2485.898,2485.898,6097.828700000203,4897.828700000203,0.0,2631.295851724145
